Year,Team,NextYearsWins,Wins,OffTotYds,OffTotPlays,OffTotYdsperPly,OffTot1stDwns,OffPass1stDwns,OffRush1stDwns,OffTotTurnovers,OffFumblesLost,Off1stDwnsbyPenalty,OffPassComp,OffPassComp1,OffPassYds,OffPassTds,OffPassINTs,OffPassINT,OffPassLongest,OffPassYdsperAtt,OffPassAdjYdsperAtt,OffPassYdsperComp,OffPassYdsperGame,OffPasserRating,OffPassSacksAlwd,OffPassSackYds,OffPassNetYdsperAtt,OffPassAdjNetYdsperAtt,OffPassSack,OffGameWinningDrives,OffRushYds,OffRushTds,OffRushLongest,OffRushYdsperAtt,OffRushYdsperGame,OffFumbles,OffPuntReturns,OffPRYds,OffPRTds,OffPRLongest,OffPRYdsperAtt,OffKickReturns,OffKRYds,OffKRTds,OffKRLongest,OffKRYdsperAtt,OffAllPurposeYds,X119ydFGAtt,X119ydFGMade,X2029ydFGAtt,X2029ydFGMade,X129ydFG,X3039ydFGAtt,X3039ydFGMade,X3039ydFG,X4049ydFGAtt,X4049ydFGMade,X50ydFGAtt,X50ydFGMade,X40ydFG,TotalFGAtt,OffTotFGMade,OffTotFG,OffXPAtt,OffXPMade,OffXP,OffTimesPunted,OffPuntYards,OffLongestPunt,OffTimesHadPuntBlocked,OffYardsPerPunt,FmblTds,DefINTTdsScored,BlockedKickorMissedFGRetTds,TotalTdsScored,Off2ptConvMade,DefSafetiesScored,DefTotYdsAlwd,DefTotPlaysAlwd,DefTotYdsperPlayAlwd,DefTot1stDwnsAlwd,DefPass1stDwnsAlwd,DefRush1stDwnsAlwd,DefTurnoversCreated,DefFumblesRecovered,Def1stDwnsAlwdbyPenalty,DefPassCompAlwd,DefPassAttAlwd,DefPassCompAlwd,DefPassYdsAlwd,DefPassTdsAlwd,DefPassTDAlwd,DefPassINTs,DefPassINT,DefPassYdsperAttAlwd,DefPassAdjYdsperAttAlwd,DefPassYdsperCompAlwd,DefPassYdsperGameAlwd,DefPasserRatingAlwd,DefPassSacks,DefPassSackYds,DefPassNetYdsperAttAlwd,DefPassAdjNetYdsperAttAlwd,DefPassSack,DefRushYdsAlwd,DefRushTdsAlwd,DefRushYdsperAttAlwd,DefRushYdsperGameAlwd,DefPuntReturnsAlwd,DefPRTdsAlwd,DefKickReturnsAlwd,DefKRYdsAlwd,DefKRTdsAlwd,DefKRYdsperAttAlwd,DefTotFGAttAlwd,DefTotFGMadeAlwd,DefTotFGAlwd,DefXPAttAlwd,DefXPMadeAlwd,DefXPAlwd,DefPuntsAlwd,DefPuntYdsAlwd,DefPuntYdsperAttAlwd,Def2ptConvAlwd,OffSafeties,OffRushSuccessRate,HeadCoachDisturbance,QBDisturbance,RBDisturbance,OffRunPassRatio,OffPassPly,OffRunPly,OffYdsPt,DefYdsPt,OffPassDroprate,DefPassDropRate
2005,Pittsburgh,8,11,51.49,960,5.4,297,144,120,23,9,33,228,60.2,2926,21,14,3.7,85,8.2,7.6,13.6,182.9,89.4,32,178,7.1,6.6,7.8,3,2223,21,80,4,138.9,22,46,470,2,81,10.2,56,1208,0,74,21.6,6827,0,0,9,9,1,9,9,1,9,6,2,0,0.54545455,29,24,0.828,45,45,1,69,2875,65,0,41.7,1,0,0,45,0,1,4544,998,4.6,275,179,75,30,15,21,315,549,57.4,3168,15,2.7,15,2.7,6.3,5.7,11,198,74,47,312,5.3,4.7,7.9,1376,10,3.4,86,37,0,77,1685,0,21.9,30,24,0.8,25,24,0.96,80,3464,43.3,0,0,0.47204969,No,No,No,1.33576642,0.428125,0.571875,13.2365039,17.6124031,5.58510638,5.67765568
2006,Pittsburgh,10,8,57.25,1041,5.5,327,201,100,37,14,26,312,59.7,3733,23,23,4.4,87,7.7,6.6,12.9,233.3,80.2,49,293,6.5,5.5,8.6,4,1992,16,76,4.2,124.5,27,34,285,1,65,8.4,55,1214,0,76,22.1,7224,1,1,7,6,0.875,11,8,0.72727273,7,4,1,1,0.625,27,20,0.741,41,41,1,65,2687,56,0,41.3,0,2,0,42,0,0,4805,976,4.9,269,176,72,29,9,21,319,529,60.3,3393,21,4,20,3.8,6.8,5.9,11.3,212.1,78.3,39,226,6,5.1,6.9,1412,9,3.5,88.3,38,0,70,1570,1,22.4,27,21,0.778,36,36,1,86,3767,43.8,0,0,0.44202899,Yes,No,No,0.81993007,0.54947166,0.45052834,16.2181303,15.2539683,5.03875969,5.18234165
2007,Pittsburgh,12,10,52.39,1000,5.2,298,179,108,22,8,11,282,63.8,3071,34,14,3.2,83,7.7,7.8,12.1,191.9,99.9,47,347,6.3,6.4,9.6,2,2168,9,45,4.2,135.5,21,39,238,0,49,6.1,52,1145,1,98,22,6622,0,0,9,9,1,10,10,1,5,4,1,0,0.66666667,25,23,0.92,44,44,1,68,2880,59,0,42.4,0,2,0,46,2,0,4262,933,4.6,249,158,74,25,14,17,292,536,54.5,2824,22,4.1,11,2.1,5.7,5.6,10.5,176.5,76.5,36,243,4.9,4.8,6.3,1438,6,4,89.9,31,1,73,1647,1,22.6,22,18,0.818,30,29,0.967,82,3526,43,0,0,0.45528455,No,No,No,1.04498978,0.489,0.511,13.3307888,15.8438662,4.83870968,6.4516129
2008,Pittsburgh,9,12,49.91,1015,4.9,290,179,93,25,10,18,303,59.9,3301,19,15,3,65,7.1,6.5,11.9,206.3,81.9,49,306,5.9,5.4,8.8,5,1690,16,34,3.7,105.6,28,41,247,0,35,6,50,1013,0,43,20.3,6251,1,1,9,9,1,9,8,0.88888889,10,8,2,1,0.75,31,27,0.871,37,36,0.973,78,3107,61,0,39.8,1,2,0,38,0,1,3795,974,3.9,240,149,73,29,9,18,301,533,56.5,2511,12,2.3,20,3.8,5.4,4.1,9.5,156.9,63.4,51,350,4.3,3.2,8.7,1284,7,3.3,80.3,40,0,71,1357,0,19.1,27,24,0.889,21,21,1,91,3868,42.5,0,2,0.44743276,No,No,Yes,0.82882883,0.54679803,0.45320197,14.3832853,17.0179372,5.61122244,6.77966102
2009,Pittsburgh,12,9,59.41,1014,5.9,331,210,96,25,11,25,351,65.5,4148,28,14,2.6,60,8.4,8.3,12.8,259.3,98.1,50,348,7.1,7,8.5,3,1793,10,60,4.2,112.1,21,36,290,0,25,8.1,66,1581,0,83,24,7812,1,1,7,7,1,16,15,0.9375,5,4,2,0,0.57142857,31,27,0.871,41,41,1,72,3074,60,0,42.7,1,2,0,41,0,0,4885,967,5.1,274,186,70,22,10,18,319,548,58.2,3447,22,4,12,2.2,6.9,6.7,11.8,215.4,83.4,47,314,5.8,5.6,7.9,1438,7,3.9,89.9,33,0,74,1795,4,24.3,29,22,0.759,32,32,1,86,3681,42.8,2,0,0.45623342,No,No,No,0.73037543,0.57790927,0.42209073,16.1440217,15.0771605,5.05617978,7.16911765
2010,Pittsburgh,12,12,55.25,993,5.6,295,175,106,18,9,14,298,62.2,3601,22,9,1.9,56,8.1,8.2,13.1,225.1,95.2,43,289,6.9,7,8.2,5,1924,15,50,4.1,120.3,22,37,226,0,38,6.1,49,1153,1,89,23.5,6904,3,3,11,10,0.92857143,6,6,1,13,8,4,2,0.58823529,37,29,0.784,38,38,1,74,3278,62,0,44.3,0,3,0,41,2,0,4429,974,4.5,272,182,61,35,14,29,363,593,61.2,3425,15,2.5,21,3.5,6.3,5.2,10.3,214.1,73.1,48,319,5.3,4.3,7.5,1004,5,3,62.8,32,0,77,1540,1,20,30,26,0.867,19,18,0.947,81,3272,40.4,1,0,0.43914081,No,No,No,0.90229885,0.52567976,0.47432024,14.7333333,19.0905172,5.76923077,5.81196581
2011,Pittsburgh,8,12,59.57,1015,5.9,341,221,96,28,13,24,341,63.3,4054,21,15,2.8,95,8,7.6,12.7,253.4,89.7,42,279,7,6.5,7.2,1,1903,13,76,4.4,118.9,16,33,347,1,60,10.5,35,877,0,52,25.1,7460,2,2,8,8,1,8,6,0.75,11,6,2,1,0.53846154,31,23,0.742,36,36,1,60,2683,66,0,44.7,1,0,0,36,0,2,4348,964,4.5,264,156,82,15,4,26,289,530,54.5,2751,15,2.8,11,2.1,5.6,5.3,10.3,171.9,71.7,35,230,4.9,4.5,6.2,1597,7,4,99.8,29,0,43,1018,0,23.7,27,22,0.815,21,21,1,87,0,0,0,0,0.52727273,No,No,Yes,0.74698795,0.57241379,0.42758621,18.3292308,19.154185,5.02793296,5.96153846
2012,Pittsburgh,NA,8,53.24,1023,5.2,307,202,80,30,16,25,354,61.7,3787,27,14,2.4,82,7,6.8,11.3,236.7,88.1,37,225,6.2,6.1,6.1,4,1537,8,34,3.7,96.1,33,41,300,0,63,7.3,43,1086,0,68,25.3,6935,0,0,8,7,0.875,8,8,1,12,12,3,1,0.86666667,31,28,0.903,34,34,1,79,3400,79,0,43,0,1,0,36,1,0,4413,951,4.6,273,169,78,20,10,26,299,523,57.2,2963,19,3.6,10,1.9,6,5.9,10.6,185.2,79,37,196,5.3,5.2,6.6,1450,9,3.7,90.6,30,1,46,1103,0,24,33,28,0.848,31,30,0.968,88,0,0,0,0,0.42972973,No,No,?,0.67430442,0.59726295,0.40273705,15.8452381,14.0541401,4.79573712,6.34615385
2002,SanDiego,4,8,53.25,1028,5.2,313,166,117,24,8,30,324,60.2,3188,17,16,3,52,6.3,5.6,10.4,199.3,76.5,24,180,5.7,5,4.3,4,2137,19,76,4.6,133.6,16,37,315,0,37,8.5,73,1670,0,56,22.9,7310,0,0,8,8,1,6,5,0.83333333,9,4,3,1,0.41666667,26,18,0.692,36,35,0.972,89,3621,63,2,40.7,3,1,0,40,1,1,6034,1056,5.7,326,205,91,27,10,30,375,607,61.8,4295,26,4.3,17,2.8,7.5,7.1,12.1,268.4,87.2,39,231,6.6,6.3,6,1739,15,4.2,108.7,36,1,53,1059,0,20,31,21,0.677,42,42,1,83,3328,40.1,1,1,0.45320197,No,No,No,0.82918149,0.54669261,0.45330739,15.990991,16.4414169,4.02298851,6.13287905
2003,SanDiego,12,4,51.67,971,5.3,290,146,117,31,12,27,297,56.6,3021,21,19,3.6,73,6.1,5.3,10.9,188.8,73.1,29,205,5.5,4.7,5.2,1,2146,16,73,5.1,134.1,20,49,391,0,49,8,84,1804,0,60,21.5,7362,1,1,6,6,1,3,3,1,7,3,3,2,0.5,20,15,0.75,36,36,1,83,3456,56,0,41.6,0,1,0,38,2,0,5593,1072,5.2,326,178,124,20,7,24,322,524,61.5,3375,36,6.9,13,2.5,6.8,7.1,11.1,210.9,94.3,30,200,6.1,6.3,5.4,2218,18,4.8,138.6,38,2,67,1437,1,21.4,26,23,0.885,53,52,0.981,74,3160,42.7,0,1,0.44606414,No,No,No,0.75270758,0.57054583,0.42945417,16.5079872,12.6825397,6.49606299,7.11462451
2004,SanDiego,9,12,55.42,996,5.6,328,160,131,18,10,37,288,64,3357,29,8,1.8,79,7.8,8.3,12.2,209.8,102,21,149,7.1,7.6,4.5,2,2185,24,52,4.2,136.6,27,29,243,0,32,8.4,62,1478,1,87,23.8,7263,1,1,11,9,0.83333333,2,2,1,6,5,5,3,0.72727273,25,20,0.8,55,54,0.982,69,2974,60,0,43.1,0,1,0,55,0,1,5360,991,5.4,320,200,79,33,10,41,372,607,61.3,4053,19,3.1,23,3.8,6.9,5.8,11.3,253.3,76.6,29,142,6.4,5.3,4.6,1307,15,3.7,81.7,23,0,83,1846,2,22.2,27,20,0.741,34,33,0.971,64,2714,42.4,2,0,0.47555556,No,No,No,1.11464968,0.47289157,0.52710843,12.426009,17.1246006,4.51467269,6.85618729
2005,SanDiego,14,9,55.67,1022,5.4,337,191,116,28,12,30,338,64.3,3495,27,16,3,54,7.1,6.8,11.1,218.4,89.7,31,243,6.3,6,5.6,2,2072,22,83,4.5,129.5,22,39,245,0,23,6.3,69,1667,0,60,24.2,7479,1,1,3,3,1,9,9,1,11,8,0,0,0.72727273,24,21,0.875,49,49,1,71,3104,71,0,43.7,0,2,0,51,0,0,4948,999,5,306,189,90,20,10,27,338,567,59.6,3599,20,3.5,10,1.8,6.9,6.8,11.5,224.9,84.7,46,289,5.9,5.8,7.5,1349,14,3.5,84.3,26,0,83,1856,0,22.4,29,20,0.69,35,34,0.971,78,3276,42,0,1,0.50462963,No,Yes,No,0.83482944,0.54500978,0.45499022,13.3181818,15.8589744,3.68217054,5.73476703
2006,SanDiego,11,14,58.4,1016,5.7,321,169,137,15,6,15,287,61.6,3262,24,9,1.9,57,7.3,7.5,11.9,203.9,93,28,150,6.6,6.8,5.7,4,2578,32,85,4.9,161.1,19,45,382,0,50,8.5,55,1350,0,91,24.5,7572,0,0,7,7,1,12,11,0.91666667,9,7,1,1,0.8,29,26,0.897,58,58,1,69,2893,71,0,41.9,3,0,0,59,1,0,4825,985,4.9,285,178,87,28,12,20,307,538,57.1,3212,19,3.5,16,3,6.6,6,11.6,200.8,76.6,61,351,5.4,4.8,10.2,1613,13,4.2,100.8,27,0,90,1960,0,21.8,26,23,0.885,33,32,0.97,88,3925,44.6,0,2,0.52173913,Yes,No,No,1.05668016,0.48622047,0.51377953,11.8699187,15.9240924,4.36681223,5.17241379
2007,SanDiego,8,11,50.44,980,5.1,278,158,104,24,8,16,281,59.7,3005,22,16,3.4,49,6.7,6.1,11.3,187.8,81.3,24,170,6.1,5.5,4.8,2,2039,19,74,4.2,127.4,17,32,281,1,45,8.8,48,1224,1,89,25.5,6549,0,0,11,11,1,6,5,0.83333333,8,7,2,1,0.8,27,24,0.889,46,46,1,82,3781,70,1,46.1,3,2,1,49,0,0,5124,1013,5.1,297,185,89,48,18,23,338,555,60.9,3412,20,3.6,30,5.4,6.6,4.9,10.9,213.3,70,42,272,5.7,4.1,7,1712,11,4.1,107,29,0,75,1566,0,20.9,19,13,0.684,33,33,1,69,2960,42.9,1,0,0.43196544,No,No,No,0.97979798,0.50510204,0.49489796,12.2427184,18.0422535,3.48583878,4.57038391
2008,SanDiego,13,8,55.84,924,6,301,191,92,20,9,18,312,65.3,3858,34,11,2.3,67,8.4,8.8,12.8,241.1,105.5,25,151,7.7,8,5,5,1726,13,45,4.1,107.9,18,26,269,0,43,10.3,62,1485,1,103,24,7338,0,0,13,13,1,10,10,1,8,3,1,1,0.44444444,32,27,0.844,46,46,1,51,2332,67,0,45.7,1,2,0,51,2,1,5599,1041,5.4,339,213,98,24,9,28,411,605,67.9,3958,25,4.1,15,2.5,6.8,6.5,10,247.4,90.3,28,132,6.3,6,4.4,1641,11,4,102.6,23,0,86,1943,1,22.6,31,24,0.774,33,31,0.939,60,2634,43.9,6,3,0.45714286,No,No,No,0.83697813,0.54437229,0.45562771,12.7198178,16.1354467,3.61702128,3.69127517
2009,SanDiego,9,13,57.61,972,5.9,330,222,80,17,7,28,338,65.1,4338,29,10,1.9,81,8.7,8.9,13.3,271.1,103.1,26,168,8,8.2,4.8,5,1423,17,36,3.3,88.9,14,26,183,1,77,7,63,1442,0,66,22.9,7386,2,2,17,17,1,4,4,1,8,6,4,3,0.75,35,32,0.914,51,50,0.98,52,2342,65,0,45,2,1,1,51,0,1,5232,991,5.3,309,177,112,25,11,20,326,534,61,3348,23,4.3,14,2.6,6.7,6.4,10.9,209.3,84.2,35,221,5.9,5.6,6.2,1884,10,4.5,117.8,23,1,87,1909,1,21.9,29,25,0.862,33,33,1,63,2709,43,1,0,0.43896104,No,No,Yes,0.78348624,0.56069959,0.43930041,12.6894273,16.35,5.09803922,5.95009597
2010,SanDiego,8,9,63.29,1039,6.1,357,236,94,29,16,27,359,66,4519,30,13,2.4,59,8.7,8.8,13.2,282.4,101.9,38,227,7.8,7.8,6.5,1,1810,18,36,4,113.1,25,40,420,0,62,10.5,56,1342,0,45,24,8091,0,0,7,7,1,11,10,0.90909091,10,9,5,1,0.66666667,33,27,0.818,48,48,1,56,2430,67,4,43.4,0,3,0,51,2,1,4345,939,4.6,247,153,77,23,7,17,285,488,58.4,2845,18,3.7,16,3.3,6.4,5.7,11,177.8,76.2,47,290,5.3,4.6,8.8,1500,14,3.7,93.8,28,1,84,1880,3,22.4,16,16,1,37,36,0.973,81,3410,42.1,0,0,0.4676259,No,No,Yes,0.78522337,0.56015399,0.43984601,14.3514739,13.4937888,4.14312618,6.05427975
2011,SanDiego,7,8,62.9,1048,6,359,234,97,27,7,28,366,62.9,4426,27,20,3.4,58,7.9,7.3,12.6,276.6,88.7,30,198,7.2,6.6,4.9,1,1864,16,41,4.3,116.5,19,31,264,0,31,8.5,43,1100,1,105,25.6,7852,0,0,11,11,1,5,4,0.8,12,9,7,4,0.68421053,35,28,0.8,45,44,0.978,47,2234,71,0,47.5,1,1,0,46,1,0,5546,958,5.8,311,186,102,21,4,23,299,478,62.6,3591,29,6.1,17,3.6,7.9,7.5,12.6,224.4,92.5,32,187,7,6.7,6.3,1955,8,4.4,122.2,25,0,57,1451,1,25.5,28,25,0.893,40,40,1,60,0,0,0,0,0.47880299,No,No,No,0.7124183,0.58396947,0.41603053,15.4926108,14.7108753,4.23280423,3.58649789
2012,SanDiego,NA,7,47.56,988,4.8,293,184,81,26,11,28,338,64,3295,26,15,2.8,80,6.8,6.5,10.7,205.9,88.5,49,311,5.7,5.4,8.5,0,1461,4,52,3.6,91.3,24,33,320,1,63,9.7,40,957,1,99,23.9,6344,2,2,8,8,1,6,6,1,7,7,4,2,0.81818182,27,25,0.926,39,39,1,84,3914,66,0,46.6,2,5,0,39,0,1,5223,1012,5.2,316,201,85,28,14,30,347,568,61.1,3681,28,4.9,14,2.5,6.9,6.8,11.3,230.1,87.9,38,244,6.1,6,6.3,1542,10,3.8,96.4,40,0,45,1017,0,22.6,21,19,0.905,39,39,1,80,0,0,0,0,0.43236074,Yes,No,?,0.71230503,0.5840081,0.4159919,13.5885714,14.9228571,3.13111546,6.09318996
2002,SanFrancisco,7,10,57.01,1082,5.3,342,182,141,17,7,19,354,62,3457,23,10,1.8,76,6.3,6.3,10.1,216.1,86,22,119,5.8,5.8,3.7,5,2244,16,40,4.6,140.3,15,28,395,1,89,14.1,68,1386,0,50,20.4,7482,1,1,12,10,0.84615385,9,8,0.88888889,13,7,1,0,0.5,36,26,0.722,39,39,1,65,2532,60,1,39,0,1,0,41,2,0,5158,978,5.3,307,188,96,27,8,23,340,552,61.6,3506,23,4.2,19,3.4,6.7,6,10.9,219.1,80.9,32,195,6,5.3,5.5,1652,14,4.2,103.3,37,2,73,1665,1,22.8,30,22,0.733,39,39,1,65,2698,41.5,0,0,0.53465347,Yes,No,Yes,0.82462057,0.54805915,0.45194085,15.5340599,14.6951567,5.38599641,4.36363636
2003,SanFrancisco,2,7,56.87,1038,5.5,313,172,118,25,10,23,299,58.5,3408,25,15,2.9,75,7,6.6,11.9,213,84,28,158,6.3,6,5.2,1,2279,16,78,4.6,142.4,24,40,276,0,20,6.9,64,1327,1,95,20.7,7290,0,0,13,11,0.84615385,12,7,0.58333333,10,8,2,0,0.66666667,37,26,0.703,41,38,0.927,69,2668,56,1,38.7,1,1,0,44,1,1,4928,976,5,292,165,99,37,14,28,310,514,60.3,3238,25,4.9,23,4.5,6.9,5.9,11.4,202.4,78.6,42,306,5.8,4.9,7.6,2241,12,4.7,140.1,28,1,77,1641,0,21.3,26,17,0.654,40,40,1,76,2972,39.1,0,0,0.45794393,No,Yes,No,0.9257885,0.51926782,0.48073218,14.8098958,14.6231454,4.56349206,6.28683694
2004,SanFrancisco,4,2,45.85,1026,4.5,280,172,83,40,19,25,325,57.9,3136,16,21,3.7,65,6.2,5,10.6,196,69.9,52,319,5.1,4.1,8.5,2,1449,10,60,3.5,90.6,33,35,303,1,71,8.7,84,1716,0,40,20.4,6604,1,1,3,3,1,9,8,0.88888889,6,5,4,2,0.7,22,18,0.818,23,23,1,96,3990,81,0,41.6,2,0,0,29,3,1,5481,1014,5.4,322,179,121,21,12,22,308,490,62.9,3486,27,5.5,9,1.8,7.5,7.8,11.9,217.9,96.5,29,194,6.7,7,5.6,1995,22,4,124.7,51,0,56,1119,0,20,29,25,0.862,51,51,1,80,3272,40.9,1,0,0.37755102,Yes,Yes,Yes,0.67373573,0.59746589,0.40253411,17.7027027,12.1261062,4.12926391,4.10677618
2005,SanFrancisco,7,4,35.87,865,4.1,191,96,70,35,14,25,204,52.4,1898,8,21,5.4,89,5.6,3.6,10.7,118.6,53.6,48,292,4.3,2.5,11,2,1689,9,73,3.9,105.6,31,28,212,1,75,7.6,81,1540,0,40,19,5339,0,0,4,4,1,12,10,0.83333333,10,10,3,2,0.92307692,29,26,0.897,21,21,1,108,4489,58,1,41.6,2,3,0,23,1,0,6259,1090,5.7,335,205,115,26,10,15,374,576,64.9,4427,28,4.9,16,2.8,8,7.7,12.4,276.7,94.2,28,193,7.3,7.1,4.6,1832,19,3.8,114.5,62,0,48,960,0,20,36,29,0.806,44,43,0.977,71,2847,40.1,2,0,0.35245902,No,No,No,0.97940503,0.50520231,0.49479769,15.0083682,14.6238318,6.31578947,3.48432056
2006,SanFrancisco,5,7,48.57,918,5.3,243,132,97,32,16,14,257,57.9,2685,16,16,3.6,75,6.5,5.6,11.2,167.8,74.4,36,205,5.6,4.8,7.5,2,2172,12,72,5,135.8,24,28,237,0,60,8.5,79,1907,0,64,24.1,7001,2,2,12,11,0.92857143,10,8,0.8,9,7,2,1,0.72727273,35,29,0.829,29,29,1,81,3625,66,0,44.8,1,1,0,30,0,1,5507,1025,5.4,326,189,107,27,13,30,331,518,63.9,3571,25,4.8,14,2.7,7.4,7.1,11.5,223.2,90.9,34,246,6.5,6.2,6.2,1936,18,4.1,121,35,1,65,1373,0,21.1,32,30,0.938,46,46,1,66,2792,42.3,0,0,0.46842105,No,Yes,No,0.9125,0.52287582,0.47712418,16.2986577,13.3665049,2.97482838,4.47470817
2007,SanFrancisco,7,5,37.97,925,4.1,218,140,65,34,17,13,274,53.4,2320,15,17,3.3,57,5.2,4.3,9.8,145,64.3,55,365,4.1,3.3,9.7,2,1477,8,43,4.1,92.3,36,56,483,0,51,8.6,73,1702,0,55,23.3,5982,1,1,5,5,1,6,6,1,5,5,2,0,0.71428571,19,17,0.895,22,22,1,105,4968,74,0,47.3,1,0,0,24,0,1,5539,1078,5.1,308,187,94,22,10,27,345,543,63.5,3643,24,4.4,12,2.2,7,6.9,11.1,227.7,89.9,31,183,6.3,6.2,5.4,1896,9,3.8,118.5,53,1,45,982,1,21.8,35,31,0.886,38,37,0.974,89,3640,40.9,0,0,0.41520468,No,Yes,No,0.62852113,0.61405405,0.38594595,17.3378995,15.217033,6.4,5.56586271
2008,SanFrancisco,8,7,49.78,961,5.2,287,176,83,35,16,28,309,60.7,3379,21,19,3.7,63,7.3,6.5,12.1,211.2,81.4,55,345,6,5.2,9.8,4,1599,10,41,4,99.9,36,29,298,0,45,10.3,76,1767,1,104,23.3,7043,0,0,9,9,1,10,10,1,11,8,3,2,0.71428571,33,29,0.879,34,34,1,67,3203,82,1,47.8,1,1,2,36,1,0,5216,1027,5.1,293,170,104,18,6,19,331,545,60.7,3507,22,4,12,2.2,6.7,6.5,11.1,219.2,85,30,161,6.1,5.9,5.2,1709,14,3.8,106.8,39,0,65,1515,0,23.3,42,35,0.833,38,38,1,72,3053,42.4,1,2,0.46268657,Yes,Yes,No,0.70390071,0.58688866,0.41311134,14.6843658,13.6902887,4.2,6.12244898
2009,SanFrancisco,6,8,46.52,939,5,238,137,77,24,10,24,312,59.1,3052,23,14,2.7,73,6.2,5.9,10.6,190.8,80.8,40,241,5.4,5.1,7,1,1600,12,80,4.3,100,24,49,216,0,18,4.4,52,1135,0,76,21.8,6003,0,0,5,4,0.8,10,9,0.9,6,4,3,2,0.66666667,24,19,0.792,39,39,1,99,4711,64,0,47.6,2,1,1,39,0,0,5222,1050,5,278,176,77,33,15,25,352,580,60.7,3670,14,2.4,18,3.1,6.8,5.9,11.3,229.4,76.2,44,293,5.9,5,7.1,1552,12,3.6,97,57,0,65,1415,1,21.8,34,29,0.853,27,26,0.963,95,4294,45.2,0,0,0.40853659,No,No,No,0.65316901,0.60489883,0.39510117,14.0969697,18.5836299,5.37428023,3.7037037
2010,SanFrancisco,13,6,50.13,945,5.3,251,149,85,23,8,17,282,56.4,3356,19,15,3,66,7.2,6.6,12.8,209.8,79.4,44,257,6.2,5.6,8.1,2,1657,10,64,4.1,103.6,22,31,366,1,78,11.8,61,1187,0,61,19.5,6566,0,0,10,10,1,8,6,0.75,6,4,3,2,0.66666667,27,22,0.815,33,33,1,91,4204,64,0,46.2,0,3,1,34,1,0,5244,1033,5.1,299,188,86,22,7,25,358,550,65.1,3697,25,4.5,15,2.7,7.2,6.8,11,231.1,90,36,244,6.3,6,6.1,1547,9,3.5,96.7,54,0,67,1485,1,22.2,33,28,0.848,37,36,0.973,84,3570,42.5,0,0,0.46590909,Yes,No,No,0.73713235,0.57566138,0.42433862,16.4360656,15.1560694,5.12295082,4.96323529
2011,SanFrancisco,11,13,49.74,993,5,282,150,101,10,5,31,277,61.4,2930,18,5,1.1,56,7.1,7.4,11.5,183.1,91.4,44,263,5.9,6.2,8.9,6,2044,14,55,4.1,127.8,14,44,544,1,55,12.4,39,1060,1,102,27.2,6841,2,2,16,16,1,14,13,0.92857143,11,6,9,7,0.65,52,44,0.846,34,34,1,79,3970,68,0,50.3,0,1,0,35,1,1,4931,974,5.1,267,190,53,38,15,24,333,579,57.5,3695,20,3.5,23,4,6.9,5.8,11.9,230.9,73.6,42,283,6,4.9,6.8,1236,3,3.5,77.3,39,0,46,1061,0,23.1,27,22,0.815,21,21,1,87,0,0,0,1,0.43559719,No,Yes,No,1.00606061,0.49848943,0.50151057,13.0894737,21.5327511,6.68151448,5.05226481
2012,SanFrancisco,NA,11,57.89,969,6,322,172,128,16,8,22,289,66.3,3298,23,8,1.8,57,8.1,8.4,12.3,206.1,101.2,41,253,6.9,7.1,8.6,1,2491,17,50,5.1,155.7,26,36,378,0,38,10.5,49,1216,0,94,24.8,7636,1,1,9,8,0.9,13,11,0.84615385,13,7,6,2,0.47368421,42,29,0.69,44,44,1,67,3226,66,0,48.1,2,2,0,44,0,1,4710,1012,4.7,284,178,72,25,11,34,337,567,59.4,3203,19,3.4,14,2.5,6.1,5.7,10.3,200.2,78,38,270,5.3,4.9,6.3,1507,7,3.7,94.2,36,1,48,1289,0,26.9,27,22,0.815,27,27,1,79,0,0,0,1,0.50899743,No,No,?,1.03144654,0.49226006,0.50773994,14.581864,17.2527473,6.94444444,5.19713262
2002,Seattle,10,7,58.18,1050,5.5,347,208,104,28,12,35,361,61.5,4078,19,16,2.7,83,7.3,6.7,11.8,254.9,83,33,179,6.6,6,5.3,3,1740,17,58,4,108.8,23,25,256,1,61,10.2,74,1533,1,97,20.7,7607,1,1,9,9,1,10,8,0.8,5,4,4,1,0.55555556,29,23,0.793,38,38,1,61,2542,58,0,41.7,2,1,0,41,1,0,5852,1083,5.4,356,191,140,30,11,25,321,555,57.8,3411,21,3.8,19,3.4,6.5,5.7,11.2,213.2,75.6,28,185,5.9,5.1,4.8,2441,18,4.9,152.6,17,1,73,1591,2,21.8,26,22,0.846,39,39,1,65,2535,39,3,0,0.46321526,No,No,No,0.69354839,0.59047619,0.40952381,16.3887324,15.8590786,7.43944637,7.73480663
