Gender,Weight,DesiredWeight,Class,BornInTN,Greek,UTFirstChoice,Churchgoer,ParentsMarried,GPA,SittingLocation,WeeklyHoursStudied,Scholarship,FacebookFriends,AgeFirstKiss,CarYear,DaysPerWeekAlcohol,NumDrinksParty,CellProvider,FreqDroppedCalls,MarriedAt,KidsBy,Computer,FastestDrivingSpeed,BusinessMajor,Major,TxtsPerDay,FootballGames,HoursWorkOut,MilesToSchool,MoneyInBank,MoneyOnHaircut,PercentTuitionYouPay,SongsDownloaded,ParentCollegeGraduate,HoursSleepPerNight,Last2DigitsPhone,NumClassesMissed,BooksReadThisYear,UseChopsticks,YourAttractiveness,Obama,HoursWorkedPerWeek,MoviesInTheater,KnowSomeoneH1N1,ReadBeacon
Female,97,97,Junior,No,No,No,No,No,4,Middle,5,No,493,16,1998,4,8,Verizon,Rarely,NA,NA,Windows,97,No,NonBusiness,60,1,3,5,100,20,50,0,Yes,6,48,3,10,Yes,3,Yes,20,8,Yes,No
Female,125,120,Sophmore,Yes,No,Yes,No,Yes,3.75,Back,2,Yes,1098,13,2005,2,3,Verizon,Occasionally,25,27,Windows,105,Yes,Business,200,2,2,1,280,40,0,150,Yes,8,67,4,5,Yes,3,NotVote,0,5,No,No
Male,170,170,Junior,Yes,Yes,Yes,No,No,2.52,Front,2,No,700,12,1996,2,10,Verizon,Rarely,28,30,Windows,100,No,NonBusiness,75,7,3,0,1000,20,0,0,Yes,8,94,10,4,No,4,No,0,2,No,Yes
Male,205,180,Sophmore,No,No,No,Yes,Yes,3,Front,3,Yes,1100,20,2002,2,4,Verizon,Rarely,30,35,Mac,100,Yes,NonBusiness,30,5,2,0,800,10,0,20,Yes,8,18,6,0,Yes,4,NotVote,0,2,Yes,No
Female,125,125,Freshman,No,No,No,No,Yes,3.6,Middle,4,Yes,347,13,2008,1,2,Verizon,Rarely,20,27,Windows,100,Yes,NonBusiness,15,1,4,0,350,100,0,0,Yes,6,96,2,2,Yes,2,NotVote,0,0,No,No
Male,180,165,Junior,No,Yes,No,No,Yes,3.1,Middle,8,Yes,436,15,2004,4,10,Verizon,Rarely,29,35,Windows,90,Yes,Business,5,8,2,0,999,12,25,7,Yes,7,61,6,1,No,3,Yes,0,5,Yes,No
Male,200,200,Sophmore,Yes,No,Yes,Yes,Yes,3.94,Front,1.5,Yes,336,16,2008,NA,NA,ATT,Rarely,25,27,Windows,105,No,NonBusiness,3,9,5,2,3000,15,10,0,Yes,7,50,0,0,Yes,5,No,0,6,Yes,No
Female,135,120,Sophmore,Yes,Yes,Yes,Yes,No,3.87,Middle,3,Yes,875,14,2001,1,5,Verizon,Often,2,28,Windows,105,No,NonBusiness,45,4,7,0,999,55,0,0,Yes,7,54,0,1,No,3,NotVote,2,6,Yes,No
Female,130,125,Sophmore,Yes,Yes,Yes,Yes,Yes,3.59,Middle,4,Yes,1000,15,2004,2,6,Verizon,Rarely,26,30,Windows,95,No,NonBusiness,150,6,6,0,400,30,0,7,Yes,7,58,2,1,Yes,3,Yes,2,4,Yes,No
Male,130,145,Sophmore,No,No,No,No,Yes,3.2,Middle,2,No,1,15,2000,1,5,Verizon,Rarely,25,27,Windows,139,Yes,Business,40,1,3,50,500,12,50,1,No,6,97,0,0,No,4,Yes,40,6,No,No
Female,135,130,Junior,Yes,Yes,Yes,No,No,3.34,Middle,5,Yes,1367,14,2005,2,5,ATT,Rarely,27,29,Windows,95,No,NonBusiness,40,8,3,2,452.86,160,0,0,No,6,73,2,1,No,4,No,8,2,Yes,No
Male,170,175,Junior,Yes,No,Yes,No,Yes,2.98,Middle,4,No,374,13,1992,3,10,Verizon,Rarely,28,31,Windows,125,Yes,Business,10,5,7,0,600,12,50,0,Yes,9,40,6,2,Yes,4,NotVote,0,1,Yes,Yes
Female,170,160,Sophmore,Yes,No,Yes,No,No,3.21,Front,4,Yes,535,14,1999,1,6,ATT,Rarely,27,28,Windows,125,No,NonBusiness,60,7,3,3,300,40,0,25,No,6,97,6,0,No,4,No,25,3,No,No
Male,165,170,Junior,Yes,Yes,Yes,No,No,3,Back,2,Yes,934,16,2001,7,12,Verizon,Rarely,30,32,Windows,100,No,NonBusiness,300,2,3,0,-999,20,0,0,Yes,6,8,10,0,No,2,No,15,8,Yes,No
Female,160,157,Sophmore,No,Yes,No,No,No,2.5,Back,2,Yes,1195,11,2007,3,12,ATT,Rarely,35,37,Windows,110,No,NonBusiness,140,8,8,0,30,14,60,30,Yes,7,97,8,4,Yes,4,Yes,20,3,Yes,No
Male,170,165,Junior,No,Yes,Yes,No,Yes,3.06,Middle,4,Yes,1059,13,2001,2,8,Verizon,Occasionally,35,40,Mac,135,Yes,NonBusiness,150,4,14,15,1000,10,100,0,Yes,7,24,8,2,Yes,4,No,12,4,Yes,Yes
Male,190,190,Senior,Yes,No,Yes,No,Yes,2.75,Back,1,Yes,1,15,2004,2,10,ATT,Often,30,35,Windows,115,No,NonBusiness,2,2,8,1,2000,0,30,10,Yes,7,66,2,3,No,3,Yes,5,0,No,Yes
Female,106,100,Senior,Yes,No,No,No,Yes,3.2,Middle,3,Yes,300,14,2001,2,4,Verizon,Rarely,26,31,Windows,105,No,NonBusiness,6,2,3,5,999,30,90,0,Yes,8,70,2,5,Yes,3,Yes,30,12,No,No
Male,189,189,Sophmore,No,No,Yes,Yes,Yes,3.67,Front,3,Yes,509,13,2004,1,5,Verizon,Rarely,25,27,Windows,95,No,NonBusiness,50,8,7,1,-999,0,0,15,Yes,8,53,1,1,Yes,4,No,12,5,Yes,No
Male,175,175,Junior,Yes,No,Yes,No,Yes,3.27,Front,1,No,370,15,2001,1,2,Verizon,Rarely,26,28,Windows,132,No,NonBusiness,150,2,2,18,-999,20,75,2,Yes,6,67,4,3,Yes,4,NotVote,5,12,Yes,No
Male,133,150,Junior,No,No,Yes,No,No,2.35,Middle,3,No,1,12,2009,1,1,ATT,Often,27,33,Windows,185,Yes,Business,1,0,5,0,40000,0,0,3,Yes,6,86,3,3,No,5,NotVote,0,1,Yes,No
Male,260,180,Junior,Yes,No,No,No,No,2.79,Front,5,Yes,308,14,1997,5,6,Verizon,Occasionally,30,2,Windows,130,No,NonBusiness,20,1,2,0,999,12,0,3,Yes,8,50,10,0,Yes,3,Yes,0,6,Yes,No
Female,130,125,Sophmore,No,No,No,No,No,3.76,Front,3,No,1100,14,2005,3,4,ATT,Rarely,25,29,Windows,80,No,NonBusiness,40,5,10,1,50,13,0,40,Yes,8,50,0,0,Yes,3,Yes,0,20,Yes,No
Male,254,190,Senior,Yes,No,Yes,No,Yes,2.01,Front,1,No,343,16,1998,2,10,ATT,Occasionally,30,31,Windows,120,No,NonBusiness,2,3,4,45,999,12,100,20,Yes,5,3,3,6,No,2,No,20,2,No,No
Male,235,200,Junior,Yes,No,No,No,No,2.2,Back,2,No,1,15,2001,3,2,Verizon,Rarely,1,31,Windows,130,No,NonBusiness,3,1,2,2,-999,15,100,0,No,6,37,4,0,No,3,No,36,1,Yes,Yes
Male,165,150,Junior,Yes,Yes,Yes,No,Yes,1.87,Middle,3,No,562,17,2003,4,10,ATT,Rarely,28,29,Mac,120,Yes,NonBusiness,100,7,7,0,2073.67,15,20,50,Yes,7,84,9,1,Yes,4,NotVote,0,0,Yes,No
Female,140,135,Senior,Yes,No,Yes,Yes,Yes,3.94,Varies,1,Yes,866,18,2001,NA,NA,Verizon,Rarely,23,27,Windows,105,No,NonBusiness,10,4,5,10,-999,40,100,20,Yes,7,49,1,2,Yes,3,No,3,5,Yes,No
Female,142,138,Sophmore,No,No,Yes,No,Yes,3.4,Back,1,No,1846,14,2007,2,8,ATT,Rarely,26,28,Windows,120,No,NonBusiness,150,8,12,1,10000,0,0,15,No,7,9,1,1,No,5,No,0,3,Yes,No
Female,120,118,Sophmore,Yes,No,Yes,No,Yes,3.3,Middle,3,Yes,757,14,2006,2,6,Sprint,Occasionally,25,28,Windows,100,No,NonBusiness,30,6,2,8,999,50,75,20,No,8,4,4,1,No,4,No,0,5,No,Yes
Female,110,105,Senior,Yes,No,Yes,No,Yes,3.52,Back,1,No,200,10,2005,2,2,Verizon,Rarely,NA,NA,Windows,100,No,NonBusiness,-1,1,3,5,-999,60,0,0,Yes,8,28,1,0,Yes,5,Yes,20,2,Yes,No
Female,235,150,Senior,Yes,No,No,No,No,3.23,Middle,3,Yes,471,20,2002,0,3,ATT,Rarely,NA,NA,Windows,110,No,NonBusiness,50,0,3,10,1393.23,10,0,10,Yes,8,87,3,0,Yes,2,NotVote,3,3,Yes,No
Male,150,175,Sophmore,Yes,No,Yes,No,No,3.65,Front,7,No,1,10,1995,2,9,Verizon,Rarely,30,1,Mac,130,No,NonBusiness,25,5,1,0,670,10,100,3,No,7,74,2,3,No,4,No,16,2,Yes,No
Female,125,115,Sophmore,No,Yes,Yes,No,Yes,3.77,Middle,1,Yes,911,14,2003,1,3,USCellar,Occasionally,25,28,Windows,90,No,NonBusiness,100,4,0,3,-999,30,100,0,Yes,8,93,11,5,Yes,4,Yes,0,8,Yes,No
Female,159,130,Sophmore,Yes,No,No,No,No,3.1,Front,3,Yes,723,13,2000,2,6,Verizon,Rarely,25,30,Windows,98,No,NonBusiness,50,7,0,1,1200,30,0,50,Yes,7,94,4,5,Yes,4,No,20,3,Yes,Yes
Female,145,135,Sophmore,No,No,Yes,Yes,Yes,3.9,Back,4,Yes,2000,13,2008,NA,NA,ATT,Rarely,26,30,Windows,80,No,NonBusiness,200,5,20,1,500,0,0,0,Yes,7,7,7,0,No,4,Yes,0,5,Yes,No
Female,130,120,Junior,Yes,Yes,Yes,No,Yes,2.5,Middle,2,Yes,2227,14,2002,NA,NA,USCellar,Often,24,26,Windows,110,Yes,NonBusiness,100,3,5,0,-999,15,0,50,Yes,7,67,4,2,No,3,NotVote,7,3,Yes,No
Female,140,120,Sophmore,Yes,No,Yes,Yes,No,3.4,Middle,2,Yes,895,13,2007,2,5,ATT,Rarely,25,25,Windows,100,No,NonBusiness,80,2,2,0,999,25,100,0,Yes,7,24,10,0,Yes,5,No,0,5,Yes,No
Male,242,220,Junior,Yes,No,Yes,No,Yes,2.92,Back,4,No,67,NA,1999,2,3,Sprint,Rarely,30,NA,Windows,110,Yes,Business,14,0,3,5,-999,8,50,0,Yes,6,22,1,1,No,3,No,20,15,No,Yes
Female,134,122,Junior,Yes,No,No,Yes,Yes,3.6,Front,2,Yes,500,13,2009,0,3,Verizon,Rarely,24,28,Mac,105,No,NonBusiness,50,2,3,10,1400,25,0,0,No,8,50,4,50,Yes,3,No,16,10,Yes,No
Female,120,112,Junior,Yes,Yes,Yes,Yes,Yes,2.75,Middle,3.5,Yes,513,16,2001,1,2,Verizon,Rarely,26,29,Mac,95,No,NonBusiness,6,2,2,8,250,15,50,6,Yes,6.5,32,6,0,No,3,No,20,20,Yes,No
Female,160,140,Sophmore,Yes,No,Yes,Yes,Yes,3.94,Front,2,Yes,1030,15,1996,1,1,Verizon,Rarely,25,28,Windows,90,Yes,NonBusiness,100,8,3,5,-999,27,60,15,Yes,7,51,6,4,Yes,3,No,0,10,Yes,No
Male,177,165,Junior,No,No,Yes,No,Yes,2.65,Middle,8,Yes,465,12,1997,3,12,Verizon,Rarely,29,31,Mac,95,No,NonBusiness,10,8,15,0,150,0,50,30,Yes,8,53,10,0,No,4,Yes,7,2,Yes,No
Female,150,135,Sophmore,No,No,No,Yes,No,3.01,Back,5,Yes,565,15,2002,1,1,ATT,Rarely,25,27,Windows,100,No,NonBusiness,200,1,4,0,999,25,85,100,Yes,5,54,0,2,No,3,Yes,14,8,No,Yes
Male,250,200,Junior,No,No,Yes,No,Yes,3.3,Front,1,Yes,300,15,2006,1,5,ATT,Rarely,25,25,Windows,140,No,NonBusiness,-1,0,3,8,-999,15,50,500,No,7,39,4,5,Yes,4,NotVote,40,5,Yes,No
Female,127,120,Sophmore,Yes,Yes,Yes,No,Yes,3.15,Middle,2,Yes,1243,13,2001,3,6,Verizon,Rarely,27,29,Windows,110,Yes,NonBusiness,150,9,4,0,-999,140,0,0,Yes,6,24,8,4,Yes,4,No,0,6,Yes,No
Female,120,115,Junior,Yes,No,Yes,No,Yes,3.34,Front,3,Yes,659,16,2005,1,3,USCellar,Rarely,25,27,Windows,80,No,NonBusiness,50,0,3,0,3700,0,100,0,Yes,6,30,10,3,Yes,3,Yes,20,20,Yes,No
Female,120,115,Sophmore,Yes,Yes,Yes,Yes,Yes,3.9,Front,1,Yes,250,18,2003,2,4,ATT,Rarely,24,26,Windows,95,Yes,Business,30,4,0,0,425,35,0,15,Yes,7,82,2,8,Yes,4,No,7,20,Yes,Yes
Female,140,140,Sophmore,Yes,No,Yes,Yes,Yes,3.41,Front,3,Yes,250,17,1996,1,1,USCellar,Rarely,28,30,Mac,100,No,NonBusiness,30,2,1,10,-999,15,0,5,Yes,7,25,0,0,Yes,3,No,15,3,Yes,No
Female,109,115,Sophmore,No,No,Yes,No,Yes,3.4,Middle,2,No,42,16,2004,1,2,Verizon,Rarely,28,30,Windows,87,Yes,NonBusiness,3,0,3,2,999,16,90,0,No,7,9,1,13,Yes,3,No,55,2,Yes,Yes
Female,95,90,Sophmore,Yes,No,No,Yes,Yes,4,Front,6,Yes,481,13,2003,1,1,Verizon,Rarely,20,27,Windows,115,No,NonBusiness,15,2,10,0,1800,10,50,0,Yes,8,73,0,5,Yes,3,No,15,15,Yes,No
Female,120,115,Sophmore,Yes,Yes,Yes,Yes,Yes,2.98,Middle,2,Yes,353,13,2005,NA,NA,USCellar,Often,23,25,Windows,122,Yes,Business,300,3,5,10,45,45,0,75,Yes,6,83,10,0,Yes,4,No,35,15,Yes,No
Female,125,120,Sophmore,No,No,No,No,Yes,4,Middle,3,Yes,300,13,2001,NA,NA,ATT,Occasionally,NA,NA,Windows,85,Yes,NonBusiness,5,2,0,10,-999,50,100,5,Yes,7,34,0,3,Yes,3,Yes,18,4,No,No
Female,190,150,Sophmore,No,No,No,No,Yes,2.93,Back,20,No,1000,15,2006,1,1,ATT,Occasionally,27,30,Windows,80,No,NonBusiness,100,6,0,0,1503,50,100,0,Yes,6,10,0,0,No,4,No,30,4,No,No
Female,135,125,Senior,Yes,Yes,Yes,Yes,Yes,2.88,Middle,3,No,569,14,2002,2,4,USCellar,Rarely,28,32,Windows,100,No,NonBusiness,30,2,2,5,999,60,100,2,Yes,8,88,2,1,No,3,No,15,15,Yes,No
Male,185,175,Sophmore,Yes,No,Yes,No,Yes,3.67,Back,3,Yes,845,14,2003,NA,NA,Verizon,Rarely,35,35,Mac,115,No,NonBusiness,150,5,4,0,10555,20,0,30,Yes,8,42,1,4,No,4,No,0,20,Yes,No
Female,128,120,Junior,Yes,No,Yes,No,Yes,3.95,Middle,10,Yes,169,16,2005,1,3,Verizon,Rarely,30,35,Mac,85,Yes,Business,4,0,0,0,-999,12,0,0,Yes,7,14,2,3,No,3,Yes,0,5,No,No
Female,130,120,Junior,Yes,No,Yes,No,Yes,3.3,Front,2,Yes,1,14,2000,3,10,USCellar,Rarely,25,2,Windows,90,Yes,Business,30,0,1,0,600,25,40,20,Yes,4,97,4,2,Yes,3,Yes,15,4,Yes,Yes
Male,195,190,Junior,Yes,No,Yes,Yes,No,2.64,Middle,3,Yes,668,15,2001,1,4,USCellar,Occasionally,25,29,Mac,110,Yes,Business,200,8,9,0,-999,20,0,0,No,7,38,4,0,Yes,5,Yes,15,4,Yes,No
Female,135,125,Sophmore,No,No,Yes,No,Yes,3.85,Back,10,No,300,19,2007,NA,NA,Verizon,Occasionally,NA,NA,Mac,70,Yes,Business,-1,2,3,35,-999,30,100,0,Yes,8,97,3,5,Yes,3,NotVote,0,4,No,No
Male,160,175,Sophmore,Yes,No,Yes,No,Yes,2.95,Middle,10,Yes,623,15,2005,2,10,Verizon,Rarely,27,29,Windows,95,No,NonBusiness,30,8,10,1,1500,13,100,0,No,8,86,8,0,Yes,3,NotVote,0,3,Yes,No
Male,161,150,Senior,Yes,No,Yes,No,Yes,2.3,Front,2,No,200,18,1999,1,3,Sprint,Rarely,40,40,Windows,110,No,NonBusiness,10,1,6,8,2000,0,100,2,Yes,6,44,8,0,No,3,Yes,35,10,Yes,Yes
Female,150,140,Sophmore,No,No,No,No,No,2.67,Middle,4,Yes,250,17,2000,1,4,ATT,Occasionally,23,28,Windows,90,No,NonBusiness,100,2,0,0,400,15,100,0,Yes,8,72,2,15,Yes,3,No,12,10,Yes,No
Female,150,135,Sophmore,Yes,No,Yes,No,Yes,3,Middle,3,Yes,950,13,2004,2,5,Verizon,Often,26,28,Windows,100,No,NonBusiness,15,8,6,0,290,25,0,8,Yes,7,55,5,2,Yes,3,Yes,0,7,Yes,No
Male,185,185,Junior,Yes,No,Yes,Yes,Yes,2.8,Middle,1.5,Yes,453,13,1995,NA,NA,Sprint,Rarely,25,31,Mac,165,Yes,Business,30,5,6,5,1200,0,25,25,Yes,8,6,3,2,No,3,No,20,4,Yes,Yes
Male,190,210,Sophmore,Yes,No,Yes,No,Yes,3.4,Front,2,Yes,800,14,1999,3,12,Verizon,Rarely,28,30,Windows,100,No,NonBusiness,50,8,12,2,800,8,0,30,Yes,7,49,4,7,No,4,NotVote,20,20,Yes,Yes
Male,270,220,Junior,No,No,Yes,Yes,Yes,2.76,Middle,2,No,1000,17,2002,2,12,ATT,Occasionally,23,24,Mac,135,Yes,Business,25,6,4,10,-999,12,0,15,Yes,6,85,3,0,No,3,NotVote,0,6,Yes,Yes
Female,135,125,Junior,Yes,Yes,Yes,Yes,Yes,3,Front,3,Yes,300,16,2005,NA,NA,ATT,Rarely,22,27,Windows,105,No,NonBusiness,200,8,10,20,1400,0,0,15,No,7,13,6,0,No,4,No,28,3,Yes,Yes
Female,122,120,Senior,No,No,No,Yes,Yes,4,Middle,3,Yes,582,13,2001,2,5,Verizon,Rarely,27,30,Windows,90,No,NonBusiness,30,6,3,1,-999,35,15,0,Yes,6,90,1,5,Yes,4,No,22,10,Yes,No
Male,180,170,Senior,Yes,No,Yes,No,Yes,2.4,Back,8,No,250,20,1988,1,1,Verizon,Rarely,26,30,Windows,98,No,NonBusiness,15,8,2,0,1800,20,0,10,Yes,7,11,2,2,No,3,Yes,0,6,No,No
Male,200,190,Senior,Yes,No,No,No,Yes,3.71,Middle,1,Yes,407,13,1999,2,6,ATT,Often,28,31,Windows,120,No,NonBusiness,50,2,5,0,4000,0,0,30,Yes,5,23,8,3,Yes,4,NotVote,0,3,Yes,No
Female,123,119,Sophmore,No,Yes,Yes,No,Yes,2.24,Front,5,No,1126,13,1998,3,6,Verizon,Rarely,24,26,Mac,90,No,NonBusiness,10,8,3,0,-999,40,0,3,No,8,94,1,0,No,3,No,0,5,Yes,Yes
Male,165,155,Junior,Yes,No,Yes,Yes,No,3,Middle,3,No,70,5,1983,1,1,Verizon,Rarely,24,27,Windows,80,Yes,Business,50,0,5,0,10,10,20,0,No,4,87,0,0,Yes,3,NotVote,25,5,Yes,No
Male,176,176,Sophmore,No,No,Yes,Yes,Yes,2.53,Varies,3,Yes,492,17,2002,NA,NA,Verizon,Rarely,22,27,Windows,137,No,NonBusiness,200,9,8,0,754,24,100,500,Yes,5,57,4,2,No,4,No,9,10,Yes,No
Female,145,130,Sophmore,Yes,Yes,Yes,Yes,Yes,3.1,Back,4,Yes,1147,15,1999,3,5,USCellar,Rarely,NA,NA,Windows,110,No,NonBusiness,250,9,3,0,-999,50,0,20,Yes,7,14,5,9,No,4,No,16,10,Yes,Yes
Male,175,175,Sophmore,No,No,Yes,No,Yes,2.98,Middle,4.5,Yes,217,14,2004,4,8,Verizon,Rarely,28,31,Windows,120,Yes,Business,50,3,6,0,-999,0,0,1,Yes,5,51,0,2,Yes,2,No,5,9,Yes,No
Male,155,160,Sophmore,Yes,No,Yes,Yes,Yes,3.25,Middle,4,Yes,441,15,2002,2,6,ATT,Rarely,25,27,Windows,105,Yes,Business,37,7,5,0,700,12,0,0,Yes,8,59,2,1,Yes,4,NotVote,0,5,Yes,No
Male,140,135,Sophmore,Yes,No,Yes,Yes,No,3.41,Middle,5,Yes,160,12,1998,1,1,Verizon,Occasionally,27,28,Windows,95,No,NonBusiness,13,3,4,10,999,10,0,0,No,6,67,3,5,No,4,No,30,5,No,No
Male,165,175,Junior,No,No,Yes,No,Yes,3.44,Middle,3,No,120,12,2000,4,8,Sprint,Rarely,30,30,Mac,120,No,NonBusiness,5,2,3,0,-999,15,100,5,Yes,6,16,6,4,No,4,NotVote,35,1,No,No
Male,204,205,Junior,Yes,No,Yes,No,No,3.31,Middle,1,Yes,500,10,2006,1,6,Verizon,Rarely,26,NA,Windows,134,Yes,Business,40,13,20,10,-999,10,0,10,Yes,8,22,4,0,Yes,4,NotVote,0,4,Yes,No
Female,160,140,Sophmore,No,No,Yes,No,Yes,3.2,Front,6,No,895,13,2002,2,2,Verizon,Rarely,26,30,Windows,100,No,NonBusiness,140,8,6,3,3000,16,0,50,Yes,7,71,6,2,Yes,2,No,10,10,Yes,No
Male,220,240,Sophmore,No,No,Yes,No,No,2.93,Middle,15,Yes,500,15,2006,2,12,Verizon,Rarely,30,35,Windows,110,No,NonBusiness,40,4,20,0,2000,12,0,0,Yes,7,44,0,1,Yes,3,No,0,0,Yes,No
Male,170,195,Junior,Yes,No,Yes,Yes,No,3.66,Middle,5,Yes,571,16,2002,1,5,Verizon,Rarely,25,28,Mac,103,No,NonBusiness,20,2,3,0,3658.89,23,0,7,Yes,7,11,0,0,No,3,No,16,7,Yes,No
Male,190,180,Sophmore,Yes,No,Yes,Yes,No,3.05,Front,10,Yes,33,15,1999,NA,NA,ATT,Rarely,22,29,Windows,100,No,NonBusiness,30,1,5,20,-999,0,100,100,Yes,9,67,5,2,No,4,NotVote,0,5,No,Yes
Female,163,150,Sophmore,No,Yes,No,No,Yes,3.49,Varies,3,Yes,995,15,2004,2,4,Verizon,Rarely,25,27,Windows,115,Yes,Business,25,5,7,0,-999,40,0,25,Yes,7,54,3,12,Yes,3,No,0,20,Yes,Yes
Male,200,225,Sophmore,No,No,No,No,Yes,3.4,Middle,5,Yes,1500,14,2006,1,6,Verizon,Rarely,26,28,Windows,150,No,NonBusiness,35,6,9,0,1248,0,0,200,Yes,8,63,6,0,Yes,5,NotVote,0,8,Yes,No
Male,145,135,Senior,Yes,No,Yes,No,No,2.98,Front,3,No,52,16,2002,1,6,Verizon,Rarely,35,2,Mac,120,Yes,NonBusiness,1,0,2,52,-999,0,20,0,No,6.5,27,5,5,Yes,3,No,20,0,No,No
Female,130,123,Sophmore,No,No,Yes,No,Yes,3.35,Back,3,No,782,16,2003,2,6,Verizon,Often,28,30,Windows,110,Yes,Business,50,2,5,5,999,35,100,5,Yes,4,57,10,8,Yes,2,No,20,3,Yes,Yes
Female,160,140,Sophmore,No,Yes,Yes,No,No,2.74,Front,4,No,666,16,2007,3,6,Verizon,Rarely,30,30,Windows,120,No,NonBusiness,250,3,4,0,999,40,25,0,Yes,4,16,10,3,No,4,Yes,0,10,Yes,No
Male,200,195,Senior,No,No,Yes,Yes,Yes,2.6,Back,1.5,Yes,1700,12,1999,NA,1,Verizon,Rarely,26,27,Windows,120,No,NonBusiness,25,1,5,0,300,6,75,3,Yes,7,81,1,3,Yes,4,Yes,6,8,No,Yes
Female,170,150,Senior,No,No,Yes,Yes,No,2.8,Back,5,No,482,18,1995,1,3,Verizon,Rarely,28,30,Windows,85,No,NonBusiness,20,4,7,0,1100,0,100,5,No,8,77,3,3,Yes,2,NotVote,10,15,Yes,No
Female,120,100,Sophmore,No,Yes,Yes,No,Yes,2.56,Middle,2,No,300,16,1999,2,4,Verizon,Rarely,21,24,Windows,110,No,NonBusiness,30,4,3,0,200,30,0,3,No,7,50,6,4,Yes,3,NotVote,0,5,Yes,No
Female,147,145,Junior,Yes,No,No,Yes,Yes,2.48,Front,10,Yes,1476,15,2008,NA,NA,ATT,Rarely,24,25,Mac,100,Yes,NonBusiness,100,0,15,0,-999,0,100,0,Yes,8,15,0,0,No,5,Yes,0,15,No,Yes
Female,135,115,Sophmore,Yes,No,Yes,No,Yes,3.64,Middle,6,Yes,845,14,2005,2,5,Verizon,Rarely,25,28,Windows,100,No,NonBusiness,300,8,6,0,-999,15,0,0,Yes,6,39,4,5,No,4,No,0,8,Yes,No
Male,145,155,Sophmore,No,Yes,No,No,Yes,3.25,Front,5,Yes,637,15,2002,3,10,USCellar,Occasionally,30,50,Windows,140,Yes,Business,150,0,3,0,999,10,0,100,Yes,8,32,10,0,No,4,NotVote,10,9,Yes,Yes
Female,160,140,Senior,No,No,No,No,Yes,3.31,Front,3,Yes,243,19,2001,2,6,Verizon,Rarely,30,31,Windows,95,No,NonBusiness,40,1,1,5,3000,80,90,2,No,6,95,3,10,No,3,NotVote,0,7,No,No
Female,150,140,Sophmore,No,Yes,No,No,Yes,3.5,Middle,4,Yes,700,12,2002,1,3,Verizon,Rarely,26,27,Mac,95,No,NonBusiness,100,4,10,0,400,75,0,10,Yes,7,13,0,4,Yes,3,NotVote,0,4,Yes,No
Female,95,110,Sophmore,No,No,Yes,No,Yes,3.5,Front,5,Yes,125,17,2001,1,1,ATT,Often,24,26,Windows,75,No,NonBusiness,1,5,1,15,2000,20,20,20,Yes,7,60,4,0,No,3,Yes,10,10,No,No
Female,160,125,Sophmore,Yes,No,No,Yes,Yes,3.6,Middle,6,Yes,399,15,2006,NA,2,ATT,Rarely,22,23,Windows,92,No,NonBusiness,10,1,3,0,2800,0,0,20,Yes,7,55,4,1,Yes,3,Yes,0,2,No,No
Female,130,130,Freshman,Yes,No,Yes,No,Yes,3,Back,4,Yes,550,16,1998,1,3,ATT,Occasionally,25,28,Mac,90,Yes,NonBusiness,30,8,6,0,-999,35,0,40,Yes,6,16,0,1,Yes,4,NotVote,0,17,Yes,No
Female,130,120,Junior,Yes,No,Yes,No,Yes,2,Middle,2,No,700,13,2003,3,5,Verizon,Rarely,25,NA,Mac,130,No,NonBusiness,200,3,5,1,280,30,100,50,Yes,8,46,12,6,Yes,4,No,23,6,Yes,Yes
Female,175,150,Junior,Yes,No,Yes,No,Yes,3.06,Back,3,Yes,103,16,2003,2,6,Verizon,Rarely,2,2,Mac,90,Yes,Business,100,4,5,35,-999,40,0,25,No,6,18,5,0,No,4,NotVote,0,5,No,No
Female,125,115,Sophmore,Yes,Yes,No,Yes,Yes,3.2,Middle,2,Yes,900,17,2009,1,1,ATT,Rarely,25,28,Windows,85,No,NonBusiness,9,5,4,2,-999,20,1,1,Yes,7,92,1,2,No,4,No,0,10,Yes,No
Female,140,130,Sophmore,Yes,No,Yes,Yes,Yes,3.04,Middle,2,Yes,638,1,1997,1,1,Sprint,Occasionally,27,30,Mac,90,No,NonBusiness,20,8,5,0,-999,40,0,5,Yes,8,96,1,0,No,2,Yes,0,5,Yes,No
Female,142,135,Senior,Yes,Yes,Yes,No,Yes,3.2,Back,4,Yes,554,19,2006,2,5,Verizon,Rarely,26,28,Mac,90,No,NonBusiness,10,9,3,0,999,60,0,5,Yes,6.5,52,7,6,Yes,4,No,0,5,Yes,Yes
Male,170,180,Senior,Yes,Yes,No,Yes,Yes,2.7,Front,15,No,800,16,2001,4,10,ATT,Rarely,30,32,Windows,125,Yes,Business,150,4,5,1,20,15,0,200,Yes,6,29,6,2,Yes,4,No,0,8,No,No
Female,116,120,Sophmore,No,Yes,Yes,No,No,3.64,Front,3,Yes,839,13,2000,1,2,ATT,Rarely,NA,NA,Mac,90,No,NonBusiness,100,10,10,0,-999,15,50,0,No,6,0,1,1,No,2,Yes,0,10,Yes,Yes
Male,170,185,Sophmore,No,No,No,No,Yes,3.93,Back,3,Yes,612,14,2007,2,6,Verizon,Rarely,25,32,Windows,94,Yes,Business,50,10,10,0,3400,0,0,2,Yes,8,10,6,2,No,5,No,0,5,Yes,No
